h3,area_km2,land_km2,land_frac,zone,dist_land_km,province,district,gov_dest,gov_tier,lc_tree,lc_shrub,lc_grass,lc_crop,lc_built,lc_bare,lc_snow,lc_water,lc_wetland,lc_mangrove,lc_moss,lc_pixels,elev_mean,elev_max,elev_min,relief_m,population,pa_frac,pa_strict_frac,pa_marine_frac,ramsar_frac,pa_name,pa_category,ecoregion,lifezone,watershed,shallow_frac,dist_coast_km,n_accommodation,n_airport,n_attraction,n_beach,n_dive_surf,n_food_service,n_hotspring,n_marina_port,n_peak,n_reef_natural,n_trail,n_viewpoint,n_visitor_infra,n_waterfall,tt_gateway_h,tt_capital_h,gbif_records,gbif_species,sp_aves,sp_mammalia,sp_amphibia,sp_reptilia,s_forest,s_mangrove,s_wetland,s_shallow,s_relief,nat_features,nat_features_nb,beach_nb,s_nat_features,s_beach,s_shallow_nb,s_mangrove_nb,s_pa_attract,s_pa_cover,s_ramsar,s_species,s_records,s_eco_rare,s_lz_rare,accom_nb,food_nb,infra_nb,trail_nb,marine_ops_nb,airport_nb,s_accom,s_food,s_attract_infra,s_trails,s_marine_ops,s_airport,s_access_gw,s_access_cap,s_pop,NAV,TDL,ACC,BCV,coastal_exposure,s_coastal_exposure,s_protective_eco,s_upper_catchment,s_ws_exposure,RES,pop_neighbourhood,s_labour,is_comarca,s_comarca,s_decentral,JOBS,dist_road_km,dist_settlement_km,dist_colombia_km,advisory_zone,dev_feasible,infeasible_reason,sensitivity,protection_gap,supply_gap,pressure,fit_invest,fit_protect,fit_adapt,fit_manage,pct_fit_protect,pct_fit_invest,pct_fit_adapt,pct_fit_manage,primary,primary_fit,primary_rank,primary_label,secondary,in_gov_dest,eco_class,tourism_class
866684167ffffff,37.74,0.0,0.0,nearshore,0.99,Veraguas,Montijo,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4452,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Coiba,Parque Nacional,,,,0.082,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,8.6,497,103,101,2,0,0,0.0,0.0,0.0,33.7,0.0,0,0.5,0.0,23.5,0.0,73.8,62.7,93.8,84.1,0.0,49.0,53.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.700000000000003,28.299999999999997,0.0,49.1,0.0,24.7,52.3,0.0,0.0,27.7,0.0,0.0,0.0,0.0,0.0,0,0.0,71.7,22.5,22.94,11.18,423.09,0,0,no road access within 10 km,71.4,0.5,49.1,0.0,38.5,14.0,3.1,29.3,2.8,39.8,12.1,79.8,PROTECT,14.0,2.8,Protect / Restore,,0,Coastal water,No mapped supply
8666aecb7ffffff,37.61,0.0,0.0,nearshore,0.2,Los Santos,Tonosí,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Playa La Marinera,Zona de Reserva,Isthmian-Pacific moist forests,,,0.438,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12,6.53,4,3,3,0,0,0,0.0,0.0,0.0,70.0,0.0,0,0.0,0.0,0.0,0.0,76.0,20.4,0.0,0.0,0.0,19.4,18.8,51.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,27.1,39.1,26.9,0.0,0.0,0.0,34.400000000000006,43.2,0.0,26.1,22.7,37.5,32.5,0.0,0.0,60.8,0.0,0.0,0.0,0.0,0.0,0,0.0,56.8,21.1,5.65,5.05,273.81,0,1,,19.5,26.1,3.4,0.0,34.9,39.3,14.3,20.6,31.8,32.0,55.2,34.1,NONE,0.0,0.0,No strong basis,,0,Shallow shelf / reef habitat,Emerging
8666a581fffffff,36.19,35.488,0.981,inland,0.0,Panamá,Panamá,Ciudad de Panama - Taboga,priority,0.806,0.0,0.1854,0.0,0.0,0.0,0.0,0.0026,0.0061,0.0,0.0,4289,166.6,446.6,72.5,374.1,140.0,1.0,0.996,0.0,0.0,Chagres,Parque Nacional,Isthmian-Atlantic moist forests,Pre Montane Wet Forest,Canal de Panamá,0.019,2.26,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.85,1.89,2348,348,327,9,12,0,63.2,0.0,77.0,21.5,64.0,1,1.5,0.0,46.8,0.0,31.5,0.0,87.4,84.1,0.0,82.9,69.7,27.7,77.3,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,66.0,48.9,0.0,0.0,70.4,78.9,25.3,56.7,16.8,73.4,55.5,0.0,0.0,0.0,68.1,89.3,78.0,914.0,32.8,0,0.0,21.1,32.5,2.08,1.66,248.47,0,1,,73.1,0.8,39.9,6.5,54.3,24.6,35.4,45.4,15.6,89.9,82.9,99.5,MANAGE,45.4,99.5,Manage / Avoid,INVEST,1,Dense forest,Emerging
8666b192fffffff,37.15,37.12,0.999,inland,0.0,Chiriquí,Alanje,David - Pedregal - Alanje,priority,0.1284,0.0,0.3496,0.4882,0.0086,0.0,0.0,0.0002,0.002,0.023,0.0,4394,10.3,29.9,2.3,27.6,2361.0,0.024,0.024,0.024,0.0,Playa La Barqueta,Refugio de Vida Silvestre,Isthmian-Pacific moist forests,Tropical Moist Forest,Río Escárrea,0.0,2.83,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0.44,6.21,36827,345,328,12,5,0,22.3,48.4,59.4,0.0,16.8,0,0.5,0.5,23.5,27.6,54.2,85.9,22.8,21.1,0.0,82.2,91.9,51.5,33.5,0.5,3.0,0.0,4.5,0.0,1.0,27.1,64.0,0.0,81.3,0.0,82.9,83.9,46.0,76.0,34.2,36.4,70.6,43.8,5.71,0.0,0.0,25.7,63.3,40.3,10901.0,83.4,0,0.0,54.0,63.6,0.7,1.19,528.48,0,1,,27.2,39.3,0.0,0.0,49.3,53.3,45.6,31.2,53.9,74.1,90.1,86.1,ADAPT,45.6,90.1,Adapt / Strengthen,,1,Mangrove,Developing
8666a240fffffff,37.23,5.884,0.158,coastal,0.0,Chiriquí,San Lorenzo,,,0.1112,0.0,0.025,0.0,0.0,0.0005,0.0,0.8556,0.0039,0.0039,0.0,4399,3.5,64.7,-0.0,64.7,0.0,0.012,0.012,0.012,0.0,Golfo de Chiriquí,Parque Nacional Marino,Isthmian-Pacific moist forests,Tropical Moist Forest,Río Fonseca y entre Río Chiriquí y Río San Juan,0.845,0.18,1,0,0,2,0,0,0,0,0,0,2,0,2,0,2.67,7.22,97,22,0,16,6,0,21.3,25.2,69.9,88.2,24.8,2,6.0,5.0,81.3,89.0,95.3,74.7,20.6,19.3,0.0,31.9,37.7,51.5,33.5,5.5,1.0,2.0,4.0,3.0,0.0,84.4,39.1,66.0,79.7,92.1,0.0,59.2,37.5,0.0,42.4,66.4,51.6,28.0,5.37,73.7,82.0,18.1,43.3,77.7,524.0,26.5,0,0.0,62.5,38.1,3.32,2.9,483.06,0,1,,17.3,76.8,0.0,0.0,48.0,56.1,55.3,28.5,64.0,69.6,95.0,76.6,ADAPT,55.3,95.0,Adapt / Strengthen,,0,Mixed / other,Established hub
866612567ffffff,36.69,5.679,0.155,coastal,0.0,Panamá,Balboa,,,0.1363,0.0,0.0016,0.0,0.0,0.0002,0.0,0.8619,0.0,0.0,0.0,4336,2.8,39.6,0.0,39.6,0.0,1.0,0.0,1.0,0.0,Archipiélago de Las Perlas,Zona Especial de Manejo Marino Costero,Chocó-Darién moist forests,Tropical Moist Forest,,0.84,0.07,0,1,0,24,0,0,0,0,0,1,0,0,0,0,4.38,4.4,807,117,109,8,0,0,22.7,0.0,0.0,87.9,19.9,25,36.5,35.5,99.4,99.6,95.6,0.0,66.0,84.1,0.0,52.2,59.7,70.9,33.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,95.3,40.1,60.8,0.0,54.4,5.7,47.3,40.3,10.22,82.5,80.8,30.5,0.0,81.6,50.0,16.0,0,0.0,39.2,24.2,5.93,1.43,170.15,0,1,,24.2,81.6,48.7,0.0,53.6,59.6,29.4,27.5,78.0,88.2,77.5,70.5,INVEST,53.6,88.2,Invest / Develop,PROTECT,0,Mixed / other,Marginal
8666a0a07ffffff,36.73,36.725,1.0,inland,0.0,Coclé,Penonomé,Riviera Pacifica - Valle de Anton - El Cope - Penonome,priority,0.8894,0.0,0.1099,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,4349,210.0,365.1,132.5,232.6,4210.0,0.0,0.0,0.0,0.0,,,Isthmian-Pacific moist forests,Pre Montane Wet Forest,Río Coclé del Norte,0.0,40.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,2.1,3469,283,266,0,17,0,68.8,0.0,0.0,0.0,50.1,0,0.5,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,74.6,74.6,51.5,77.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,28.9,0.0,0.0,79.6,77.7,85.8,37.8,2.9,78.9,49.5,0.0,0.0,0.0,76.7,40.4,55.7,8096.0,78.8,0,0.0,22.3,53.0,0.02,0.18,303.58,0,1,,29.7,55.7,34.9,0.0,57.4,62.5,23.2,31.9,87.1,95.8,70.6,87.9,MANAGE,31.9,87.9,Manage / Avoid,PROTECT,1,Dense forest,Marginal
8666a5087ffffff,36.46,35.806,0.982,inland,0.0,Panamá Oeste,La Chorrera,,,0.3202,0.0,0.6458,0.0007,0.0035,0.0,0.0,0.0185,0.0113,0.0,0.0,4319,82.1,145.4,25.0,120.4,1515.0,0.0,0.0,0.0,0.0,,,Isthmian-Atlantic moist forests,Tropical Moist Forest,Canal de Panamá,0.02,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.86,2577,327,293,15,19,0,32.1,0.0,84.6,21.9,34.0,0,0.0,0.0,0.0,0.0,41.6,0.0,0.0,0.0,0.0,79.7,70.6,27.7,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.9,83.4,66.1,24.4,0.0,81.8,35.0,0.0,0.0,0.0,32.6,89.3,54.0,7297.0,76.3,0,0.0,16.6,50.9,0.27,0.51,268.47,0,1,,21.0,54.0,24.4,0.0,49.7,54.2,16.5,25.9,56.7,75.7,60.0,59.7,NONE,0.0,0.0,No strong basis,,0,Forest mosaic,No mapped supply
8666a1c77ffffff,36.93,0.0,0.0,marine,10.58,Panamá Oeste,San Carlos,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.004,13.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,2.31,1,1,0,1,0,0,0.0,0.0,0.0,17.5,0.0,0,0.0,0.0,0.0,0.0,72.1,0.0,0.0,0.0,0.0,15.8,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,76.5,0.0,21.6,0.0,75.7,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,23.5,20.9,15.08,14.05,253.4,0,0,no road access within 10 km,13.0,21.6,21.6,0.0,43.0,45.6,7.9,22.6,39.0,52.0,28.3,41.8,NONE,0.0,0.0,No strong basis,,0,Open water,No mapped supply
8666a026fffffff,37.01,0.0,0.0,nearshore,2.65,Coclé,Antón,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,3.16,63,43,43,0,0,0,0.0,0.0,0.0,97.4,0.0,0,0.0,0.0,0.0,0.0,97.3,77.9,0.0,0.0,0.0,38.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4,71.1,0.0,41.7,0.0,71.3,47.7,4.47,68.1,92.5,0.0,0.0,79.4,2081.0,47.7,0,0.0,28.9,40.6,7.33,6.27,285.13,0,1,,28.6,79.4,41.7,0.0,50.3,61.0,11.9,30.7,82.6,78.3,48.4,84.6,MANAGE,30.7,84.6,Manage / Avoid,PROTECT; INVEST,0,Shallow shelf / reef habitat,No mapped supply
8666b5817ffffff,36.57,36.574,1.0,inland,0.0,Bocas del Toro,Changuinola,,,0.9924,0.0,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4333,544.2,1118.6,94.0,1024.6,0.0,1.0,0.0,0.0,0.0,La Amistad y Palo Seco,Parque Nacional y Bosque Protector,Isthmian-Atlantic moist forests,Tropical Wet Forest,Río Changuinola,0.0,5.48,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.3,12.58,21747,403,380,12,11,0,83.1,0.0,0.0,0.0,92.4,2,6.5,0.0,82.6,0.0,0.0,0.0,66.0,84.1,0.0,87.6,87.9,27.7,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.90000000000001,13.799999999999995,0.0,70.5,0.0,19.1,59.5,0.0,0.0,0.0,49.2,71.2,59.2,0.0,0.0,0,0.0,86.2,25.9,4.71,2.82,556.12,0,1,,35.7,70.5,70.5,0.0,47.7,66.4,13.9,26.8,95.8,68.5,54.2,65.4,PROTECT,66.4,95.8,Protect / Restore,,0,Dense forest,No mapped supply
8666a62f7ffffff,36.73,0.0,0.0,nearshore,2.96,Comarca Ngäbe Buglé,Santa Catalina o Calovébora,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,6.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02,7.43,61,54,54,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.1,0.0,0.0,0.0,0.0,39.7,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.700000000000003,35.900000000000006,0.0,14.7,0.0,30.6,19.9,3.0,59.8,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,64.1,36.6,27.46,7.09,428.07,0,0,no road access within 10 km,11.9,14.7,14.7,0.0,27.1,30.3,4.3,12.5,22.1,17.2,17.2,10.6,NONE,0.0,0.0,No strong basis,,0,Coastal water,No mapped supply
8666b56cfffffff,37.19,37.162,0.999,inland,0.0,Chiriquí,Barú,Golfo de Chiriqui - Baru,action_plan,0.61,0.0,0.3527,0.0171,0.02,0.0,0.0,0.0002,0.0,0.0,0.0,4395,20.5,39.0,1.3,37.7,14293.0,0.0,0.0,0.0,0.0,,,Isthmian-Pacific moist forests,Tropical Moist Forest,Río Coto y Vecinos,0.0,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,7.23,2841,316,276,7,33,0,49.6,0.0,0.0,0.0,19.4,0,3.0,2.0,65.5,67.5,56.0,40.1,0.0,0.0,0.0,77.9,72.2,51.5,33.5,1.5,5.0,3.5,5.0,0.0,1.0,59.0,73.8,77.1,82.2,0.0,82.9,73.8,37.4,95.9,44.9,63.4,61.1,41.7,3.98,0.0,0.0,44.7,60.0,51.8,41547.0,95.3,0,0.0,62.6,68.5,0.14,1.42,560.73,0,1,,25.0,51.8,0.0,0.0,50.0,58.8,47.0,26.1,74.8,77.1,90.9,61.2,ADAPT,47.0,90.9,Adapt / Strengthen,INVEST,1,Dense forest,Established hub
86661644fffffff,36.16,36.16,1.0,inland,0.0,Comarca Kuna Yala,No asignado,,,0.9001,0.0,0.0999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4286,361.9,452.1,189.6,262.5,0.0,0.205,0.0,0.0,0.0,Narganá,Area Silvestre,Chocó-Darién moist forests,Pre Montane Wet Forest,Río Bayano,0.0,12.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,3.72,63938,567,475,37,55,0,70.0,0.0,0.0,0.0,53.1,0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,33.0,0.0,97.1,95.1,70.9,77.3,0.5,0.5,0.5,2.0,0.0,0.0,27.1,24.1,26.9,65.5,0.0,0.0,47.9,66.8,0.0,41.2,25.9,54.5,61.6,0.0,0.0,0.0,86.7,66.8,76.1,157.0,18.5,1,100.0,33.2,40.3,4.9,3.71,183.2,0,1,,37.0,76.1,15.3,7.0,50.2,67.9,37.9,38.0,97.4,77.9,85.0,96.0,PROTECT,67.9,97.4,Protect / Restore,INVEST; ADAPT; MANAGE,0,Dense forest,Emerging
8666a14dfffffff,37.29,37.292,1.0,inland,0.0,Los Santos,Las Tablas,,,0.1301,0.0,0.6365,0.1253,0.1079,0.0002,0.0,0.0,0.0,0.0,0.0,4404,35.3,95.0,11.6,83.4,16951.0,0.0,0.0,0.0,0.0,,,Panamanian dry forests,Tropical Dry Forest,Ríos entre el Tonosí y La Villa,0.0,6.53,8,0,2,0,0,33,0,0,0,0,0,0,0,0,2.32,3.73,15294,247,222,17,8,0,22.4,0.0,0.0,0.0,27.8,0,2.5,2.5,60.9,75.4,45.6,50.3,0.0,0.0,0.0,69.5,85.7,88.5,92.3,10.5,42.5,6.5,0.0,0.0,0.5,93.1,94.0,86.0,0.0,0.0,43.9,64.4,66.7,96.4,39.4,70.4,65.2,44.6,14.73,0.0,0.0,28.2,81.0,47.8,33201.0,94.2,0,0.0,33.3,58.9,0.57,0.49,272.43,0,1,,26.8,47.8,0.0,0.0,44.0,60.3,57.7,29.5,80.2,55.8,95.8,80.6,ADAPT,57.7,95.8,Adapt / Strengthen,PROTECT,0,Built-up,Established hub
866611637ffffff,36.82,0.0,0.0,nearshore,8.42,Darién,Pinogana,,,0.1484,0.0,0.2262,0.0,0.0,0.0,0.0,0.0529,0.5725,0.0,0.0,4332,2.9,54.7,0.5,54.2,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,12.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.25,18.38,672,161,148,12,1,0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.1,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.799999999999997,5.400000000000006,0.0,0.0,0.0,5.0,10.6,0.0,0.0,68.2,0.0,0.0,0.0,0.0,0.0,0,0.0,94.6,24.6,58.66,37.79,0.0,1,0,Darien Gap border region (standing travel advisories),6.4,0.0,0.0,0.0,6.1,12.7,1.9,5.9,1.8,0.2,0.5,1.1,NONE,0.0,0.0,No strong basis,,0,Wetland,No mapped supply
8666a5b5fffffff,36.32,35.277,0.971,coastal,0.0,Panamá,Chepo,Ciudad de Panama - Taboga,priority,0.4575,0.0,0.3298,0.1155,0.0002,0.0,0.0,0.0302,0.0628,0.004,0.0,4302,9.9,30.4,0.5,29.9,493.0,0.435,0.435,0.435,0.0,Humedal de Bahía de Panamá,Refugio de Vida Silvestre,Isthmian-Atlantic moist forests,Tropical Moist Forest,Río Bayano,0.008,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,1.06,112,32,0,18,14,0,39.9,26.0,97.1,19.0,17.5,0,0.0,0.0,0.0,0.0,30.8,87.7,52.4,42.7,0.0,35.7,38.4,27.7,33.5,0.5,1.0,0.0,0.0,0.0,0.0,27.1,39.1,0.0,0.0,0.0,0.0,80.0,82.7,41.4,24.5,17.8,80.9,32.2,1.26,48.1,27.4,21.0,66.8,36.3,12141.0,84.9,0,0.0,17.3,54.3,0.64,2.15,197.75,0,1,,36.7,20.5,6.7,0.0,48.0,43.5,31.3,34.0,36.2,69.6,79.1,91.8,NONE,0.0,0.0,No strong basis,,1,Wetland,Emerging
8666b1c6fffffff,37.35,14.351,0.384,coastal,0.0,Chiriquí,Barú,Golfo de Chiriqui - Baru,action_plan,0.2233,0.0,0.1587,0.0,0.0,0.0007,0.0,0.6171,0.0002,0.0,0.0,4411,15.4,72.8,0.0,72.8,0.0,0.0,0.0,0.0,0.0,,,Isthmian-Pacific moist forests,Tropical Moist Forest,Río Coto y Vecinos,0.261,0.07,1,0,0,0,0,0,0,0,0,0,6,0,0,0,2.71,8.4,2751,233,216,10,7,0,26.7,0.0,22.6,52.8,26.3,0,2.0,1.0,54.8,46.5,69.9,0.0,0.0,0.0,0.0,68.3,71.5,51.5,33.5,1.5,0.0,0.0,10.0,0.0,0.0,59.0,0.0,0.0,90.2,0.0,0.0,58.6,29.40000000000001,0.0,36.1,29.1,48.4,34.2,3.24,63.1,46.1,27.8,60.0,53.9,1236.0,37.7,0,0.0,70.6,44.4,2.6,0.51,556.63,0,1,,20.5,53.9,7.0,0.0,43.3,45.8,29.9,19.2,39.3,53.2,77.9,27.8,ADAPT,29.9,77.9,Adapt / Strengthen,,1,Mixed / other,Emerging
8666a274fffffff,37.37,0.0,0.0,nearshore,0.03,Veraguas,Las Palmas,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4416,0.0,1.1,0.0,1.1,0.0,0.258,0.258,0.258,0.0,Coiba,Parque Nacional,,,,0.0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,6.85,93,18,17,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42.4,35.4,0.0,30.3,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.8,40.5,0.0,5.9,0.0,48.5,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,59.5,25.4,21.03,16.07,434.86,0,0,no road access within 10 km,16.6,4.4,5.9,0.0,26.6,20.2,2.7,16.7,10.1,16.6,8.3,19.9,NONE,0.0,0.0,No strong basis,,0,Coastal water,No mapped supply
8666128a7ffffff,36.48,30.121,0.826,coastal,0.0,Panamá,Chimán,,,0.29,0.0005,0.2538,0.0,0.0,0.0,0.0,0.1829,0.0,0.2728,0.0,4314,27.6,170.9,0.0,170.9,0.0,0.749,0.749,0.749,0.0,Humedal de Bahía de Panamá,Refugio de Vida Silvestre,South American Pacific mangroves,Tropical Wet Forest,Ríos entre el Bayano y el Santa Bárbara,0.17,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93,5.06,153,143,143,0,0,0,30.3,88.6,0.0,45.3,41.5,0,0.0,0.0,0.0,0.0,84.1,94.0,80.1,54.4,0.0,56.9,41.3,92.8,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.900000000000006,55.6,0.0,38.0,0.0,42.8,54.9,0.0,0.0,74.6,34.7,22.5,19.6,0.0,0.0,0,0.0,44.4,18.3,1.99,1.84,142.93,0,1,,62.9,9.5,38.0,1.2,43.0,36.1,7.2,34.8,28.0,52.0,26.0,92.9,MANAGE,34.8,92.9,Manage / Avoid,,0,Mangrove,No mapped supply
8666a0d47ffffff,36.54,0.0,0.0,nearshore,7.66,Colón,Donoso,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,11.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,4.92,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.9,56.6,0.0,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,43.4,20.6,14.73,12.74,372.03,0,0,no road access within 10 km,0.0,0.0,0.0,0.0,20.9,13.9,2.1,6.3,2.7,9.2,1.4,1.5,NONE,0.0,0.0,No strong basis,,0,Coastal water,No mapped supply
866613b17ffffff,36.84,36.839,1.0,inland,0.0,Darién,Pinogana,,,0.9952,0.0,0.0044,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,4337,98.6,212.0,42.7,169.3,449.0,1.0,0.975,0.0,0.0,Darién,Parque Nacional,Chocó-Darién moist forests,Tropical Moist Forest,Río Tuira,0.0,19.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.24,14.37,930,254,245,2,7,0,84.5,0.0,0.0,0.0,41.2,0,0.0,0.0,0.0,0.0,0.0,0.0,86.9,84.1,0.0,70.7,60.9,70.9,33.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,35.4,0.0,9.700000000000005,10.900000000000006,39.5,44.7,3.5,10.1,58.7,0.0,0.0,0.0,43.8,26.8,34.3,449.0,25.4,0,0.0,89.1,34.4,12.81,2.74,22.83,1,0,Darien Gap border region (standing travel advisories),74.2,1.1,41.2,0.0,31.6,30.4,12.3,27.4,22.3,24.5,49.5,69.9,PROTECT,30.4,22.3,Protect / Restore,,0,Dense forest,Marginal
86661210fffffff,36.64,0.0,0.0,nearshore,8.18,Panamá,Chimán,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,11.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,5.2,16,13,0,13,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,54.7,0.0,0.0,0.0,41.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,45.3,18.3,23.58,17.67,140.56,0,0,no road access within 10 km,3.0,0.0,0.0,0.0,19.8,18.2,2.5,9.5,7.6,7.6,4.9,5.3,NONE,0.0,0.0,No strong basis,,0,Coastal water,No mapped supply
8666a05afffffff,36.79,36.791,1.0,inland,0.0,Veraguas,Santa Fe,,,0.9548,0.0,0.0337,0.0,0.0,0.0005,0.0,0.011,0.0,0.0,0.0,4358,129.6,544.7,2.0,542.7,0.0,0.447,0.447,0.447,0.0,Reverendo Padre Jesús Héctor Gallego Herrera,Parque Nacional,Isthmian-Atlantic moist forests,Tropical Wet Forest,Río Calovévora,0.0,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69,7.1,126,69,67,1,1,0,76.3,0.0,0.0,0.0,75.9,0,2.5,2.5,60.9,75.4,41.2,0.0,53.0,43.5,0.0,42.4,40.0,27.7,61.3,1.5,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,29.90000000000001,38.5,0.0,58.6,20.1,32.9,42.2,0.0,0.0,0.0,46.2,30.1,37.3,0.0,0.0,0,0.0,61.5,21.4,2.77,0.41,399.58,0,1,,43.2,32.4,38.5,0.0,46.2,40.5,24.3,28.1,32.9,63.1,72.2,74.2,PROTECT,40.5,32.9,Protect / Restore,,0,Dense forest,Emerging
